"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15940","Handling multiple pages","chromium","2026-05-05","passed","2026-05-05","","WindowHandling.spec.js","",""
